instrument,obj_a,gaia_a,obj_b,gaia_b,rv_diff,rv_sigma,ra_a,ra_error_a,dec_a,dec_error_a,parallax_a,parallax_error_a,pmra_a,pmra_error_a,pmdec_a,pmdec_error_a,ra_b,ra_error_b,dec_b,dec_error_b,parallax_b,parallax_error_b,pmra_b,pmra_error_b,pmdec_b,pmdec_error_b,gaia_rv_a,gaia_rv_err_a,gaia_rv_b,gaia_rv_err_b,mass_flame_a,mass_flame_b,mass_flame_a_lower,mass_flame_a_upper,mass_flame_b_lower,mass_flame_b_upper,teff_a,teff_b,logg_a,logg_b,mh_a,mh_b,mass_total_flame,mass_flame_a_err,mass_flame_b_err,mass_total_err
Mage,Star34-B,6224633983987511552,Star33-A,6224633983987510528,-0.75326,0.00273,225.8999994,0.02807771787,-27.84161401,0.03062130883,19.41312707,0.02926806547,159.0100011,0.03487878665,-139.1325609,0.03747321665,225.8984769,0.0268311929,-27.84315548,0.02887194045,19.43252884,0.02650577389,156.227442,0.0350195393,-133.7669656,0.03767659143,-15.69892025,0.1773620248,-16.36851883,0.1946819872,0.9779052734375,0.9820525646209717,0.9378886818885803,1.0179251432418823,0.9420424699783325,1.022063136100769,5725.50048828125,5726.29248046875,4.39109992980957,4.401299953460693,-0.5715000033378601,-0.5040000081062317,1.9599578380584717,0.040018230676651,0.04001033306121826,0.056588740383218164
Mage,Star338b,6570796871887419648,Star337a,6570797524722448896,0.15362,0.00392,330.3571935,0.009181078523,-44.27193882,0.008551798761,12.77820775,0.01337678265,-72.17681479,0.01011887565,-17.72488031,0.01109609753,330.3457146,0.01038669702,-44.28330869,0.009853235446,12.80895258,0.01597881876,-71.95599984,0.01205843221,-18.23991142,0.01289668307,18.89666176,0.1573712528,19.15603828,0.1461579055,,,,,,,5375.46240234375,5065.7666015625,4.3709001541137695,4.492499828338623,0.4108000099658966,0.4269999861717224,,,,
Mage,Star34b,4666907516760096512,Star33a,4666907551119833984,-0.15404,0.00604,225.8999994,0.02807771787,-27.84161401,0.03062130883,19.41312707,0.02926806547,159.0100011,0.03487878665,-139.1325609,0.03747321665,225.8984769,0.0268311929,-27.84315548,0.02887194045,19.43252884,0.02650577389,156.227442,0.0350195393,-133.7669656,0.03767659143,-15.69892025,0.1773620248,-16.36851883,0.1946819872,1.079469919204712,1.0784343481063843,1.0394666194915771,1.119472622871399,1.038432240486145,1.118442177772522,5930.529296875,5803.111328125,4.055600166320801,4.003499984741211,-0.4352000057697296,-0.1923999935388565,2.157904267311096,0.04000300168991089,0.04000496864318848,0.056574178388603284
Mage,Star342b,2630545461664620288,Star341a,2731708498584058368,-3.7418,0.03295,348.6552116,0.0136397006,-8.078623404,0.01142707281,20.58502816,0.01507546101,130.5376853,0.01800186187,2.885074101,0.01389489602,341.119014,0.02493339032,13.68662426,0.02460479178,23.16750888,0.02716913074,133.3593759,0.03691217303,36.71293729,0.02949020825,-16.21904945,0.2161690295,-18.95726013,0.1219430268,0.8051109910011292,0.8565297722816467,0.765110969543457,0.8808881044387817,0.8165078163146973,0.8965550661087036,5067.89990234375,5414.1767578125,4.5157999992370605,4.414000034332275,0.01979999989271164,0.0908999964594841,1.6616407632827759,0.057888567447662354,0.040023624897003174,0.07037738835051047
Mage,Star344b,2611083178139983744,Star343a,2398083032532932480,1.78239,0.01155,341.8615692,0.01932873391,-7.434989689,0.01731189527,9.9169413,0.02105542272,55.56266522,0.0241536852,-0.9115162706,0.01797517017,343.3490656,0.01718121953,-20.06919558,0.01464005932,10.20338945,0.01746643893,57.7708452,0.02233978547,1.532170737,0.01635179855,7.019859791,0.2492631078,6.504952431,0.3204274178,1.1346473693847656,1.0517102479934692,1.094640851020813,1.1746621131896973,1.01164710521698,1.0918878316879272,6145.099609375,5902.03857421875,4.273200035095215,4.358399868011475,-0.2741999924182892,-0.22349999845027924,2.186357617378235,0.04001063108444214,0.04012036323547363,0.056661222594660554
Mage,Star346b,2713872019095313536,Star345a,2713861882972485504,0.39881,0.02113,345.8772073,0.01599579863,8.806732516,0.01161968987,10.69381911,0.01600622199,23.10968775,0.02387663536,-24.36140663,0.0153518077,345.8042632,0.01536562387,8.661070815,0.01234487351,10.58645475,0.01702723466,22.69029834,0.01806222461,-22.815794,0.01443811879,19.31467247,0.1627145559,18.90114021,0.4488507807,1.1658506393432617,1.0877628326416016,1.1258455514907837,1.2058587074279785,1.0477560758590698,1.1277859210968018,6181.02099609375,6045.2734375,4.160999774932861,4.220200061798096,-0.4781000018119812,-0.4002000093460083,2.2536134719848633,0.04000657796859741,0.04001492261886597,0.05658374601377409
Mage,Star36-B,6004256802548180736,Star35-A,6004256909931771136,-0.59009,0.00148,228.4934553,0.0162559133,-41.46412941,0.01618244499,23.18870983,0.02082048357,-253.3668514,0.02164487727,-252.8073536,0.02206784114,228.4941375,0.02086968906,-41.45946029,0.01958175935,23.19125506,0.02855921909,-255.6878076,0.02860033512,-251.5201286,0.02860383503,-45.16860199,0.1313462704,-45.78371429,0.161920011,0.851801335811615,0.8446831107139587,0.8118013143539429,0.8918013572692871,0.8046830892562866,0.8846831321716309,5381.51513671875,5240.0341796875,4.418700218200684,4.470200061798096,0.11490000039339066,-0.010999999940395355,1.6964844465255737,0.04000002145767212,0.04000002145767212,0.05656857284065473
Mage,Star352b,2714025229168797696,Star351a,2815476857825953408,-3.21406,0.01752,347.686214,0.0146484673,8.938699178,0.01252010744,8.564796092,0.01641960815,23.16594104,0.02115720138,-19.85821069,0.01547266822,347.7244738,0.01505349763,14.17144336,0.01140557416,10.59357686,0.01719019189,28.96024326,0.01761990786,-22.69865833,0.01328507531,-5.786352158,0.1785848588,-7.885551929,0.2201331109,1.1356463432312012,0.9537819623947144,1.095574140548706,1.1758136749267578,0.913762629032135,0.993803083896637,6098.111328125,5697.79443359375,4.213699817657471,4.285299777984619,-0.11890000104904175,-0.1289999932050705,2.0894283056259155,0.04011976718902588,0.04002022743225098,0.05666757735275729
Mage,Star_356b,2638615189818036608,Star355a,2638615189818036736,-1.00685,0.00595,349.1483481,0.02296607569,-1.58516148,0.01571336202,18.27449412,0.02272405103,168.1336784,0.0269960463,23.16193478,0.01725433953,349.1475615,0.02412671782,-1.586428939,0.0191704575,18.27122773,0.02573195472,165.3931686,0.03121953458,20.76121466,0.02176830545,-11.04538345,0.186490342,-11.93813992,0.1300878823,,0.9908128976821899,,,0.9508103132247925,1.0308154821395874,,5795.5087890625,,4.266300201416016,,-0.15929999947547913,,,0.04000258445739746,
Mage,Star_358b,2630937059602783616,Star357a,2630906926112239616,0.08245,0.00643,350.6034023,0.01880265586,-6.802494624,0.01844110154,12.94142259,0.02756058238,-121.6258041,0.0213499926,-114.3818111,0.0200717207,350.6028864,0.01623856463,-6.973490985,0.01390208676,12.89451956,0.01877498627,-119.9064413,0.0220602192,-113.5722862,0.01708912477,-15.14930058,0.1968421042,-14.25399971,0.4186050594,1.0731983184814453,0.9384784698486328,1.033192753791809,1.1132041215896606,0.8983486890792847,0.9825926423072815,5994.169921875,5645.41796875,4.259799957275391,4.383800029754639,-0.11299999803304672,0.039799999445676804,2.011676788330078,0.04000568389892578,0.04212197661399841,0.05809230291605764
Mage,Star360b,2366265678581766272,Star359a,2632792584258400640,-7.31352,0.01152,4.12550011,0.01832384989,-18.25461161,0.01184473746,15.20865843,0.02135470882,99.03220817,0.01943357848,-42.91862038,0.01455492433,351.7907564,0.01435868256,-5.59213965,0.01566320285,14.64133605,0.01903741993,87.64983346,0.01807965338,-42.13779386,0.01708392613,,,,,0.9802071452140808,0.8923117518424988,0.9399351477622986,1.0217809677124023,0.8520723581314087,0.9329609870910645,5596.0908203125,5326.20361328125,4.503399848937988,4.49459981918335,-0.01209999993443489,-0.09070000052452087,1.8725188970565796,0.04092290997505188,0.04044431447982788,0.05753631144389963
Mage,Star364b,2388618372016602368,Star363a,2388618372016602240,0.44553,0.00747,354.2610436,0.01365069766,-21.67477023,0.01282847859,10.5291078,0.01670476981,35.41280144,0.01886055805,27.71309764,0.01389010902,354.261256,0.01502572745,-21.67563902,0.01355352625,10.51227702,0.01771737635,35.78952515,0.02190548182,27.9474704,0.01475334819,17.08567047,0.3322001398,,,,1.0107945203781128,,,0.9707374572753906,1.0511448383331299,,5818.08154296875,,4.35290002822876,,-0.18289999663829803,,,0.04020369052886963,
Mage,Star368b,6527965258988306304,Star367a,2328250334633289856,-10.13966,0.00694,347.967441,0.0078906212,-45.13670286,0.01791121811,20.93192209,0.01831881888,87.53480281,0.00952454377,-93.67788827,0.01819973439,357.2108824,0.01538247429,-28.12148552,0.01632298902,22.68209291,0.01794389449,96.5888558,0.01828096807,-105.2736791,0.02077153139,,,,,,0.8531618118286133,,,0.8102207183837891,0.8966779112815857,,5192.10498046875,,4.531799793243408,,-0.04190000146627426,,,0.043228596448898315,
Mage,Star38-B,5877155289930029184,Star37-A,5877155289930033024,0.0787,0.01244,228.6497777,0.01098346524,-58.02469841,0.01205606479,7.014504849,0.01566550136,-91.67959482,0.01510939561,-27.39288297,0.01776707917,228.6473681,0.01130122505,-58.01837371,0.01200035959,7.029951733,0.01578252017,-91.28868991,0.01548501011,-28.28298603,0.01697160862,,,,,1.0174044370651245,1.0480769872665405,0.9770453572273254,1.0581406354904175,1.0080010890960693,1.0881860256195068,5698.689453125,5703.77197265625,4.182400226593018,4.144199848175049,-0.28459998965263367,-0.3188000023365021,2.065481424331665,0.04054763913154602,0.04009246826171875,0.05702207511533588
Mage,Star40-B,5798991008295120896,Star39-A,5798991008295109120,-0.27857,0.01489,229.1698149,0.008671887219,-70.22395182,0.009826905094,6.065937618,0.01278652344,-13.12180795,0.009792958386,-48.55006947,0.01225601602,229.1899414,0.009436842054,-70.22864658,0.01082275901,6.124047555,0.01380487904,-12.16189411,0.01048475876,-47.54134522,0.01294296887,3.751072645,0.2451844513,3.582826853,0.2644348443,0.9347518086433411,0.9243438243865967,0.8943803906440735,0.9750798344612122,0.8843438029289246,0.9643438458442688,5568.41796875,5562.0205078125,4.269999980926514,4.204899787902832,0.07530000060796738,0.09989999979734421,1.8590956330299377,0.040349721908569336,0.04000002145767212,0.05681638649820235
Mage,Star402-B,3616756294553180288,Star401-A,3616756294553180160,1.229,0.01375,204.3990472,0.01604090631,-10.80401522,0.01222978346,15.54713311,0.02022401989,91.28708016,0.020700261,-152.1309196,0.01395333651,204.4003473,0.01379667874,-10.80415307,0.0101759648,15.55270246,0.01617941074,90.67934332,0.01870446838,-148.2829277,0.01116647199,-56.86723709,0.3573166132,-55.20549774,0.2116440833,0.892818033695221,0.9556974768638611,0.8527981042861938,0.932834267616272,0.9156860113143921,0.9957112073898315,5269.880859375,5554.0078125,4.511899948120117,4.454400062561035,-0.48750001192092896,-0.6189000010490417,1.848515510559082,0.04001808166503906,0.04001259803771973,0.05659023645363101
Mage,Star404-B,6369977876303556736,Star403-A,6369977773223661184,-0.08529,0.00542,317.2174144,0.01218648162,-73.87897621,0.01381771173,3.370474759,0.01612721756,-20.86849398,0.01604351401,-12.91425262,0.01817846671,317.2124022,0.009114738554,-73.87968699,0.01148753799,3.377304172,0.01226452552,-20.90680853,0.01261584368,-13.06952815,0.0156053016,21.00421143,0.3793384731,21.21789551,0.2393759638,1.2437424659729004,1.2803069353103638,1.2035268545150757,1.2844029664993286,1.2396329641342163,1.3207623958587646,5957.77392578125,5563.87744140625,4.0030999183654785,3.746999979019165,-0.39489999413490295,-0.33500000834465027,2.524049401283264,0.040438055992126465,0.04056471586227417,0.0572776792948998
Mage,Star42-B,6214634887804233088,Star41-A,6214634887804201728,-0.38021,0.10385,230.8033001,0.01628470235,-26.01889948,0.01096984558,9.416104408,0.01832909137,-11.87747699,0.02116971835,-37.41397508,0.01483293343,230.8045898,0.0167636238,-26.01903172,0.01212765463,9.413353899,0.01910550334,-11.52816671,0.02129830979,-38.22650458,0.01666205749,-40.07537842,0.5756105781,-39.14181137,0.3974694908,0.996839702129364,0.9135165214538574,0.9568009972572327,1.0368831157684326,0.8734269738197327,0.9539746642112732,5736.46484375,5600.888671875,4.377699851989746,4.372200012207031,-0.3190000057220459,-0.5753999948501587,1.9103562235832214,0.040041059255599976,0.040273845195770264,0.05679145211352969
Mage,Star44-B,6208919660723526272,Star43-A,6208919660724640896,0.31495,0.23344,235.6514104,0.01852182485,-30.49605143,0.01142949238,12.85544328,0.02000521868,-58.47665858,0.02513427287,-69.44431614,0.01573447138,235.6526375,0.0196122285,-30.49362942,0.01458327845,12.7905217,0.02299191244,-57.98765898,0.03021271899,-70.46597612,0.01962530613,-34.68975449,0.2699993551,-33.3185997,0.3629124463,,,,,,,5400.03515625,5248.42333984375,4.573200225830078,4.600299835205078,-0.030300000682473183,-0.028200000524520874,,,,
Mage,Star48-B,5778208829765877376,Star47-A,5778208829765876864,-1.47299,0.00799,236.609442,0.01047348138,-80.53566212,0.01037770417,6.356080426,0.01247318368,-41.36383214,0.01316194702,-44.88772296,0.01514982153,236.6178695,0.01602114178,-80.53566492,0.01577448845,6.386304566,0.01902814768,-42.29802652,0.02031198516,-46.38812507,0.02372938953,-13.90517139,0.3557761014,-13.72116947,0.2256361544,1.032633662223816,1.0286295413970947,0.9926103353500366,1.0726510286331177,0.9886028170585632,1.068865180015564,5888.50439453125,5846.26953125,4.2104997634887695,4.2210001945495605,-0.4146000146865845,-0.6632999777793884,2.0612632036209106,0.04002034664154053,0.040131181478500366,0.056675743243202334
Mage,Star54b,3230677874682668672,Star53a,3230677565443833088,0.88041,0.28128,69.35877991,0.02695810609,0.5746885194,0.01458960492,15.66476455,0.03403697535,15.89176506,0.03860224038,12.19254565,0.03026271425,69.3614131,0.01724673435,0.553170257,0.009298455901,15.69670777,0.0210321825,16.57463108,0.02574106678,11.63983098,0.0191840902,38.72426224,0.1327363849,38.39664841,0.1349283606,1.1526923179626465,1.1626927852630615,1.1126132011413574,1.1928123235702515,1.1224007606506348,1.2030757665634155,5902.7353515625,5966.1201171875,4.0680999755859375,3.884999990463257,-0.652899980545044,-0.8385000228881836,2.315385103225708,0.04009956121444702,0.04033750295639038,0.05687784238478097
Mage,Star56-B,4360581000283303552,Star55-A,4360581000283303936,1.88172,0.00827,259.9934375,0.01561179943,-6.429118666,0.01181089412,10.38912268,0.01896736771,-9.114474261,0.01931009628,-20.38433951,0.01346786041,259.9942538,0.01752636395,-6.42726527,0.01321413554,10.40091551,0.02004501224,-9.659470186,0.02077051625,-22.09612218,0.01416276302,,,,,0.9319508075714111,1.0360326766967773,0.8917266130447388,0.9754324555397034,0.9959118366241455,1.0762035846710205,5620.7958984375,5826.49755859375,4.394199848175049,4.4832000732421875,-0.5720999836921692,-0.1826999932527542,1.9679834842681885,0.0418529212474823,0.0401458740234375,0.05799446713311253
Mage,Star56b,4813691219557127808,Star55a,4867855155206070784,-2.531,0.01825,75.21629928,0.009036155418,-41.0184885,0.0110643236,12.88205768,0.01041915361,31.64826668,0.01160061359,10.2221212,0.01416767202,70.31574415,0.00782961119,-35.23282497,0.01048963703,12.79906653,0.01103375293,33.81775798,0.009965778328,1.885569265,0.01371376961,22.4617672,0.2703778744,23.13709068,0.184404999,0.8923455476760864,0.9610612988471985,0.8523403406143188,0.9323528409004211,0.9210307598114014,1.0012129545211792,5551.88916015625,5500.8720703125,4.366300106048584,4.560400009155273,-0.5453000068664551,0.08969999849796295,1.853406846523285,0.04000625014305115,0.040091097354888916,0.05663740934777615
Mage,Star58-B,6866542478736575616,Star57-A,5767612458250649216,4.58062,0.12706,302.6061032,0.02501887456,-19.3839734,0.01727383956,14.76018854,0.028104892,12.95864436,0.02821261622,-104.2890185,0.01932409592,267.9665969,0.01360147726,-84.11118726,0.01366588753,14.55346723,0.01548765972,13.05412087,0.02057312801,-7.762516267,0.01873489469,16.62519073,0.265853256,37.05995941,0.126905635,1.2494090795516968,1.1490000486373901,1.2093874216079712,1.2895195484161377,1.108996868133545,1.1890754699707031,5863.09228515625,5817.46533203125,3.798099994659424,4.063399791717529,-0.5088000297546387,-0.38019999861717224,2.398409128189087,0.04006606340408325,0.0400393009185791,0.05664304948313207
Mage,Star60-B,3288572968680438912,Star59A,3288572968680438528,0.60016,0.01384,73.56892155,0.02093473822,7.367933628,0.01152874529,33.78401518,0.02593944035,246.0837155,0.02907335758,-197.6783576,0.02190479822,73.57046663,0.01971209981,7.372137597,0.01109943073,33.76434481,0.02503369749,248.0007627,0.02666060813,-201.860248,0.0196378883,46.69430542,0.1874972135,46.45882416,0.156129986,,0.8102623224258423,,,0.7702623009681702,0.8687434792518616,4988.26904296875,5062.43310546875,4.506100177764893,4.484799861907959,-0.058400001376867294,-0.15070000290870667,,,0.0492405891418457,
Mage,Star62-B,6644929656684912512,Star61-A,6644929416166727680,-0.46847,0.01017,290.1324118,0.01083561778,-52.55758603,0.009700891562,8.294883656,0.0160279423,-13.40960805,0.01138305478,-62.90458916,0.009231646545,290.1686261,0.01069258992,-52.57636074,0.01048998442,8.289116304,0.01690050401,-15.05981663,0.01159083843,-62.40791445,0.009940869175,29.68469048,0.1753311604,29.29621315,0.2103096992,1.0173392295837402,0.9956817030906677,0.9771742820739746,1.0574480295181274,0.955675482749939,1.035688042640686,5855.7421875,5719.2490234375,4.166399955749512,4.22760009765625,-0.2298000007867813,-0.15860000252723694,2.013020932674408,0.040136873722076416,0.040006279945373535,0.056669842661238305
Mage,Star64-B,6743004650775553280,Star63-A,6743004646477330560,-4.06295,0.20881,290.8733058,0.01163638756,-34.52832362,0.01169877872,17.37616154,0.01336623356,-44.70439807,0.01394302305,-54.03050641,0.01245200075,290.8734489,0.01227135956,-34.52709253,0.01230162475,17.3824897,0.01399543323,-43.98397112,0.01632156037,-48.69945583,0.01518419292,5.13870573,0.1912565976,,,0.8200016021728516,0.8677983283996582,0.7799667716026306,0.8600466847419739,0.8277498483657837,0.9078363180160522,5131.791015625,5269.8291015625,4.515100002288818,4.497499942779541,-0.16760000586509705,-0.3237999975681305,1.6877999305725098,0.04003995656967163,0.04004323482513428,0.056627367741773384
Mage,Star66-B,4235732073427592704,Star65-A,4235731867269159680,0.79992,0.00586,300.4040431,0.01705519855,-1.671332913,0.01098299772,9.961286927,0.01798149012,-6.810143219,0.02067601122,-16.0246919,0.01335267257,300.4194665,0.01623279788,-1.675650561,0.01058146823,9.983527731,0.01749900728,-6.913525048,0.01996991225,-15.22650811,0.01320743747,-60.6951561,0.1465066373,-59.60270309,0.189029187,1.0885511636734009,1.0517346858978271,1.0485179424285889,1.1590238809585571,1.0117278099060059,1.0917495489120483,5978.94677734375,5920.72802734375,4.200399875640869,4.144800186157227,-0.23109999299049377,-0.22519999742507935,2.140285849571228,0.05525296926498413,0.04001086950302124,0.06821847470432828
Mage,Star68-B,6673292933512285312,Star67-A,6673293174030454400,-0.0894,0.06384,301.0151496,0.01335919928,-45.79954648,0.01128209103,9.327259372,0.01489667874,-32.80966214,0.01648643427,-161.6455084,0.01258442551,301.0161515,0.01437279582,-45.79179899,0.01234545279,9.300992208,0.01679511927,-33.10492868,0.01723030768,-161.142807,0.01370881218,-0.9943630695,0.190242663,-0.8882909417,0.2086269408,0.8914423584938049,0.8574603199958801,0.851379930973053,0.9315424561500549,0.8172527551651001,0.897926926612854,5544.7099609375,5358.28515625,4.369800090789795,4.434299945831299,0.3066999912261963,0.06530000269412994,1.748902678489685,0.04008126258850098,0.04033708572387695,0.0568646471490307
Mage,Star70-B,6666179127640352512,Star69-A,6666179333798782976,-0.36633,0.00312,301.9073106,0.009406659752,-51.74934566,0.00830082316,18.56246739,0.01323504187,-17.82294189,0.01281855628,-26.67294035,0.0119099468,301.8987898,0.009279520251,-51.75089072,0.008062238805,18.55356861,0.01355547644,-16.51605357,0.01294148248,-31.09752978,0.01146830991,-27.06009865,0.1476157904,-27.33277893,0.1782122254,0.8441197276115417,0.8623762726783752,0.8041027188301086,0.8841320276260376,0.8223668336868286,0.9023847579956055,5141.84423828125,5111.4794921875,4.581200122833252,4.542500019073486,-0.1712000072002411,-0.12430000305175781,1.706496000289917,0.04001465439796448,0.04000896215438843,0.05658524206239489
Mage,Star88-B,5976865876277242112,Star87-A,2598586816173411200,-19.75833,0.08505,257.1367981,0.01832062379,-36.64340389,0.009797678329,19.03436536,0.01999364793,46.56797935,0.02368976921,-83.14136948,0.01669440977,334.8935634,0.02026138268,-16.70472072,0.01487850863,22.96000139,0.02080046758,40.61622055,0.02432421409,-81.96625127,0.01634516567,,,,,1.0091444253921509,1.1003037691116333,0.9691275954246521,1.049208164215088,1.0603013038635254,1.140307068824768,5756.10205078125,6038.55322265625,4.064300060272217,4.148900032043457,-0.35830000042915344,-0.590499997138977,2.109448194503784,0.040040284395217896,0.04000288248062134,0.05659907226455511
Mage,Star90-B,6518006565562564352,Star89-A,6518007050894577664,-0.49478,0.01195,336.69311,0.01162982266,-48.3599862,0.01136690006,6.950542268,0.01668053679,120.0052457,0.01357932389,-17.39766535,0.01359806489,336.7445909,0.009418582544,-48.32539352,0.009814704768,6.975685184,0.01416838262,119.7098659,0.01091750059,-17.08260787,0.01213348191,-66.6016922,0.1948391944,-66.36386108,0.2517862618,1.0701690912246704,1.02204167842865,1.0301047563552856,1.1102046966552734,0.9820305705070496,1.062058448791504,5905.2861328125,5850.18994140625,4.258800029754639,4.311500072479248,-0.3709999918937683,-0.22679999470710754,2.0922107696533203,0.040049970149993896,0.04001393914222717,0.05661373892168987
Mage,Star94-B,6497943781187251072,Star93-A,6497943781186827264,0.03178,0.00567,352.5118842,0.009204559028,-54.31437743,0.01148236729,8.627045483,0.01719156094,46.11617789,0.01075796224,-30.75852317,0.01434705127,352.5076877,0.007739193272,-54.31711014,0.009482362308,8.577768683,0.01389205828,46.7980154,0.009064398706,-31.1628899,0.01204889361,-13.75244141,0.1985209286,-13.64801979,0.1736164838,0.9674373865127563,1.016534447669983,0.9272803068161011,1.007612705230713,0.9757839441299438,1.0573047399520874,5567.34814453125,5790.703125,4.520699977874756,4.458099842071533,0.09279999881982803,0.10400000214576721,1.9839718341827393,0.04016619920730591,0.04076039791107178,0.057225288086910374
Mage,Star98-B,2331411778456143232,Star97-A,2331411774161459328,0.58796,0.00541,356.030667,0.019284904,-27.19614508,0.02054451033,8.698356823,0.02323383093,21.37012836,0.02053007111,23.90054206,0.026972875,356.0300186,0.01863841899,-27.19447,0.01911343075,8.707276809,0.02142713964,20.27385664,0.01997482404,24.41237667,0.02460947633,21.17963982,0.2183438987,21.9245472,0.2424304783,1.0034539699554443,0.9938206672668457,0.9634288549423218,1.0435078144073486,0.9536363482475281,1.0340625047683716,5818.5,5809.26025390625,4.337399959564209,4.316199779510498,0.03830000013113022,0.04859999939799309,1.99727463722229,0.04003947973251343,0.04021307826042175,0.05674726073062169
Mage,Star10b,2456617393759254400,Star9a,5030721964337409536,2.43924,0.01076,20.25274791,0.01608047076,-12.74288397,0.01383614354,13.54034775,0.02000021003,93.52848853,0.02581523918,7.898239574,0.02830542438,14.98114756,0.01091238856,-31.27081855,0.009556516074,11.32089334,0.0156113673,79.07096811,0.01306983735,7.826346567,0.02103859372,5.239274025,0.1307339668,,,1.0306401252746582,0.9288556575775146,0.9906356930732727,1.0706465244293213,0.8885915279388428,0.9695912599563599,5902.19091796875,5562.68310546875,4.291399955749512,4.211999893188477,-0.19550000131130219,0.16680000722408295,1.9594957828521729,0.04000541567802429,0.040499866008758545,0.056926904274682874
